,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,complete_date
1562,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 3 de noviembre de 2021
1563,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,noviembre de 2021,Comentó en: 2 de noviembre de 2021
1564,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 2 de noviembre de 2021
1565,Estados Unidos,Habitación con 2 camas grandes,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 1 de noviembre de 2021
1566,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 31 de octubre de 2021
1567,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 30 de octubre de 2021
1568,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 30 de octubre de 2021
1569,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 29 de octubre de 2021
1570,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 25 de octubre de 2021
1571,Estados Unidos,Habitación con 2 camas grandes,2 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 23 de octubre de 2021
1572,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 21 de octubre de 2021
1573,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 21 de octubre de 2021
1574,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 21 de octubre de 2021
1575,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 17 de octubre de 2021
1576,México,Habitación con cama extragrande.,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 15 de octubre de 2021
1577,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Fantástico,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 15 de octubre de 2021
1578,Estados Unidos,Habitación con 2 camas grandes,2 noches,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 15 de octubre de 2021
1579,Estados Unidos,Habitación con cama extragrande.,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 10 de octubre de 2021
1580,Estados Unidos,Habitación con cama extragrande.,3 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 7 de octubre de 2021
1581,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 5 de octubre de 2021
1582,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 3 de octubre de 2021
1583,Estados Unidos,Habitación con cama extragrande.,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,octubre de 2021,Comentó en: 3 de octubre de 2021
1584,Puerto Rico,Habitación con cama extragrande.,5 noches,Persona que viaja sola,Excepcional,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 2 de octubre de 2021
1585,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 1 de octubre de 2021
1586,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 1 de octubre de 2021
1587,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 30 de septiembre de 2021
1588,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3 noches,En pareja,Very very comfortable. Great spot.,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 26 de septiembre de 2021
1589,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 20 de septiembre de 2021
1590,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 19 de septiembre de 2021
1591,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 18 de septiembre de 2021
1592,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 17 de septiembre de 2021
1593,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 11 de septiembre de 2021
1594,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 9 de septiembre de 2021
1595,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,septiembre de 2021,Comentó en: 9 de septiembre de 2021
1596,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Muy bien,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 30 de agosto de 2021
1597,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 29 de agosto de 2021
1598,Estados Unidos,Habitación con cama extragrande.,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 28 de agosto de 2021
1599,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 27 de agosto de 2021
1600,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 21 de agosto de 2021
1601,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2021,Comentó en: 21 de agosto de 2021
1602,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 19 de agosto de 2021
1603,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 18 de agosto de 2021
1604,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 18 de agosto de 2021
1605,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 17 de agosto de 2021
1606,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1 noche,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 17 de agosto de 2021
1607,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 16 de agosto de 2021
1608,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 14 de agosto de 2021
1609,Estados Unidos,Habitación con cama extragrande.,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 13 de agosto de 2021
1610,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 12 de agosto de 2021
1611,Tailandia,Habitación con cama extragrande.,5 noches,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 12 de agosto de 2021
1612,Estados Unidos,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 10 de agosto de 2021
1613,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 9 de agosto de 2021
1614,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3 noches,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 7 de agosto de 2021
1615,Bangladesh,Habitación con cama extragrande.,4 noches,Persona que viaja sola,Excellent experience,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 7 de agosto de 2021
1616,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 5 de agosto de 2021
1617,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 3 de agosto de 2021
1618,Estados Unidos,Habitación con cama extragrande.,3 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 2 de agosto de 2021
1619,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,agosto de 2021,Comentó en: 2 de agosto de 2021
1620,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 1 de agosto de 2021
1621,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 31 de julio de 2021
1622,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 29 de julio de 2021
1623,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 29 de julio de 2021
1624,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En grupo,Fantástico,Esta entrada no tiene comentarios,,,12695.0,mayo de 2021,Comentó en: 26 de julio de 2021
1625,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Always a pleasure staying here,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 26 de julio de 2021
1626,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,Persona que viaja sola,Fantástico,Esta entrada no tiene comentarios,,,12695.0,mayo de 2021,Comentó en: 26 de julio de 2021
1627,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 24 de julio de 2021
1628,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,4 noches,Persona que viaja sola,Fantástico,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 23 de julio de 2021
1629,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 20 de julio de 2021
1630,Estados Unidos,Habitación con cama extragrande.,2 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 19 de julio de 2021
1631,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Fantástico,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 19 de julio de 2021
1632,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 18 de julio de 2021
1633,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,mayo de 2021,Comentó en: 15 de julio de 2021
1634,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2 noches,En familia,Fantástico,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 14 de julio de 2021
1635,Estados Unidos,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 11 de julio de 2021
1636,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Muy bien,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 11 de julio de 2021
1637,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 10 de julio de 2021
1638,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En grupo,Muy bien,Esta entrada no tiene comentarios,,,12695.0,junio de 2021,Comentó en: 9 de julio de 2021
1639,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 7 de julio de 2021
1640,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2021,Comentó en: 7 de julio de 2021
1641,Estados Unidos,Habitación con cama extragrande.,1 noche,En grupo,Excepcional,Esta entrada no tiene comentarios,,,12695.0,julio de 2021,Comentó en: 5 de julio de 2021
1642,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Esta entrada no tiene comentarios,,,12695.0,abril de 2021,Comentó en: 30 de junio de 2021
1643,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Esta entrada no tiene comentarios,,,12695.0,junio de 2021,Comentó en: 28 de junio de 2021
1644,Estados Unidos,Habitación con cama extragrande.,3 noches,Persona que viaja sola,Excepcional,Esta entrada no tiene comentarios,,,12695.0,junio de 2021,Comentó en: 28 de junio de 2021
