,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date
64,Reino Unido,Habitación con 2 camas grandes,1 noche,En familia,"Very nice hotel, great location but expensive","The hotel is in a fantastic location. It has beautiful common areas, a great gym and very comfortable rooms.",We had a room with a view on the car park. The pool was closed and we only found out a couple of days before our arrival when it was too late to change. The valet parking is $50 a night which is quite expensive.,,746.0,abril de 2022
65,Vietnam,Habitación con cama extragrande.,3 noches,En pareja,"good, clean hotel with friendly staff, but it is quite a lot of money for what you get.",great location. staff were friendly and the rooms are comfortable.,"pool was closed, took a long time to process requests (eg bringing shower gel to the room took an hour or so) and we had to ask for the room to be cleaned",,746.0,abril de 2022
66,Reino Unido,Habitación con cama extragrande.,4 noches,Persona que viaja sola,Muy bien,"Great stay, good location, fabulous view",Shame about the pool (would have been nice to know earlier...),,746.0,abril de 2022
67,Canadá,Habitación con cama extragrande y vistas a la ciudad,6 noches,Persona que viaja sola,"Great hotel, shame they didn’t tell me the pool was closed!","The staff were so great, very friendly, helpful, always wearing a smile! 
My room was excellent, clean and spacious.","Pool was closed for maintenance, which I didn’t know when I booked. I did get a message a couple of days before I arrived but by then it was too late to re-book. that wasn’t great.",,746.0,abril de 2022
68,Reino Unido,Habitación con cama extragrande.,5 noches,En pareja,nice comfortable stay,"location , large rooms, clean.
pool area great.",could hv used tea/coffee facilities in room. no water / soft drinks in mini bar,,746.0,marzo de 2022
69,Nigeria,Habitación con cama extragrande y vistas a la ciudad,6 noches,En familia,A nice comfortable hotel that had alot of space.,"The hotel rooms were clean,spacious.",The lobby/reception was a bit outdated.,,746.0,marzo de 2022
70,Canadá,Habitación con cama extragrande y vistas a Hollywood Hills,2 noches,Persona que viaja sola,Great hotel overall,"Great location, rooms are very clean and comfy. breakfast was very good.",,,746.0,marzo de 2022
71,Estados Unidos,Habitación con 2 camas grandes,1 noche,En grupo,Fantástico,"The front desk and valet staff were very friendly, helpful, and accommodating.",Unfortunately there were no bartenders on the rooftop that day. It has rained a little early in the day and I guess they decided to skip the bartenders for the night.,,746.0,marzo de 2022
72,Qatar,Habitación Deluxe con cama extragrande,7 noches,En pareja,Bien,"spacious rooms, good view over sunset blv",,,746.0,febrero de 2022
73,Alemania,Habitación con 2 camas grandes,1 noche,En grupo,Fantástico,"Very polite and outstandig staff
They solved every problem as fast as I never recognized before.
Stylish interior","Parking Fee 55€
Seemed to be normal",,746.0,enero de 2022
74,Reino Unido,Habitación con cama extragrande.,4 noches,En pareja,fun,previous guest,no coffee machine in room,,746.0,diciembre de 2021
75,Emiratos Árabes Unidos,Habitación Deluxe con cama extragrande,2 noches,Persona que viaja sola,great,location and staff,parking,,746.0,noviembre de 2021
76,Estados Unidos,Habitación adaptada para personas con discapacidad con ducha accesible - 2 camas grandes,3 noches,En familia,I had fun!,"We didn't have breakfast. However, the beds were extremely comfortable.",,,746.0,octubre de 2021
77,Estados Unidos,Habitación con cama extragrande y vistas a la ciudad,3 noches,En grupo,Muy bien,Great location! There was a dj on the pool deck Friday and Saturday if you get here early on Friday you can chill on deck or even walk the strip for great shopping. The room is very spacious.,"I’m sure the hotel would have provided additional toiletries in room if I requested (which I did not request) however, I like it when the little makeup remover wipes and those little things are provided. I wouldn’t given a 10 otherwise.",,746.0,septiembre de 2021
78,Israel,Habitación con cama extragrande.,6 noches,Persona que viaja sola,Muy bien,Everything was good,The pool kinda small,,746.0,agosto de 2021
79,Estados Unidos,Habitación con cama extragrande.,3 noches,Persona que viaja sola,I’d come stay again because of the location.,View from rooftop and room was great.,Needed a microwave in the room.,,746.0,agosto de 2021
80,Estados Unidos,Habitación con vistas a la calle - 2 camas grandes,2 noches,En familia,Overall was nice. I just expected more upscale service from an Andaz,"Room was nice size and clean. Being on Sunset was a bit noisy, would make sure to only book on back side of hotel next time. Pool was nice and seating area up there was nice.
Breakfast was amazing and our waiter Jose was just the best! We gave him a huge tip.","Valet service was horrible. I was left without a valet cart to unload my car, after the staff at head desk said he would come out to help me. I got flustered as no one helped me and I had 2 elderly family members with me. I left a Starbucks drink in a carry tray on the passenger side floor. Next day when I picked up car, the drink had spilled and sat all night. Still lots of fluid on floor and now stinking. I asked front desk to help me and they told me to file complaint with valet manager. WHo? I don't know who that was and there were many people waiting for valet and they didn't care about me.
Next day, new man at front desk. I told him what happened as I changed to self park. He was lovely, apololgized and comped our breakfast.",,746.0,agosto de 2021
81,Israel,Habitación con cama extragrande.,3 noches,En pareja,"Loved the hotel, perfect location, friendly and accommodating staff, sick pool!","Big room, clean and great location.",Everything was to our liking,,746.0,agosto de 2021
82,Kuwait,Habitación con 2 camas grandes,7 noches,En familia,Extra beds are uncomfortable.,"Great view on sundeck, and room facing sunset boulevard.","Cleaning the room is optional maybe cause of covid. So some days we would come back and room is still not cleaned. I think they are under staffed, when I asked for a bed to be changed, it took an hour",,746.0,agosto de 2021
83,Argentina,Habitación Deluxe con cama extragrande,5 noches,Persona que viaja sola,Great location in historic hotel,"Great location, great views both from room and pool area and great toiletries 
360 views of hills and city probably best views I’ve seen in LA","Too crowded. So the jewel of this place is the rooftop pool but it’s almost impossible to get a good spot there because it gets packed. The hotel sells resort passes so you not only have to deal with the many guests but also people who go there for the day. I had to go early in the morning and leave by midday 
Also a problem was only 2 elevators for 240 rooms. Definitely not enough. Plan to wait a few minutes before getting an elevator and expect it to be crowded",,746.0,julio de 2021
84,Arabia Saudí,Habitación con 2 camas grandes,7 noches,En familia,Fantástico,Great location and everything from shopping to restaurants within a walking distance,Overpriced parking,,746.0,julio de 2021
85,Estados Unidos,Habitación con cama extragrande y vistas a Hollywood Hills,4 noches,En pareja,Great location with good facilities. If you want a modern business like hotel this is the one,Location of hotel was excellent on Sunset Blvd. Upscale design with nice amenities. Bathroom was very nice with good shower. View was nice as well,"Housekeeping - did not come one day - told we needed to call for service - never heard of that before especially since they came the day before without us calling
Not a lot of warmth to the hotel - very business like and efficient but definitely did not get a :homey"" feel
Pool area was cramped",,746.0,julio de 2021
86,Estados Unidos,Habitación con cama extragrande y vistas a la ciudad,1 noche,Persona que viaja sola,Fantástico,"Beautiful room,breakfast in the morning great scenery,highlight room connected",Overpriced,,746.0,junio de 2021
87,Estados Unidos,Habitación adaptada para personas con discapacidad con ducha accesible - 2 camas grandes,6 noches,En familia,Good.,Beds were extremely comfortable. Shower good.,No coffee machine in room and prices at grab and go very high,,746.0,julio de 2021
88,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Wonderful!,Loved everything about it. The staff was very nice and helpful.,A lot of hidden fees.,,746.0,junio de 2021
89,Estados Unidos,Habitación Deluxe con cama extragrande,1 noche,En pareja,Excellent stay at the Time of COVID,View is incredible,Poor breakfast possibilities,,746.0,febrero de 2021
90,Reino Unido,Habitación con cama extragrande y vistas a la ciudad,2 noches,En familia,Great location but pricey - Dream is better value,"Great location, comfortable but pricey.","The pool is advertised as heated but this isn't the case, smell of weed everywhere, valet parking charge you $65 there about 5 of them doing the job of 2 people and all expect tips (please c'mon).",,746.0,noviembre de 2023
91,Estados Unidos,Habitación con cama extragrande y vistas a Hollywood Hills,2 noches,En pareja,Relaxing,Centrally located to what we wanted to do/see in Los Angeles.,Parking prices are exorbitant. There is a $2/hour parking lot one block away that the hotel never told us about. My daughter who lives in West Hollywood paid $20/hour to park in the hotel lot. She was only at the hotel for a couple of hours. It would have been great if the parking staff would have told us about the $2/hour lot.,,746.0,octubre de 2023
